X1,X2,y
5.993428306022466,4.17411003148779,8.75169534856906
4.72347139765763,2.2210781047073027,12.022393792568941
6.295377076201385,1.198653673336828,13.263459975921615
8.046059712816051,3.3761517140362796,19.46823018775692
4.531693250553328,9.429097039125192,-0.8289243620511202
4.531726086101639,3.2320293202075523,5.501093079059384
8.158425631014783,5.187906217433661,9.39320693975685
6.534869458305818,7.030189588951778,6.489399363670337
4.061051228130096,3.63629602379294,5.220732849919081
6.085120087171929,9.717820827209607,2.0215099217136316
4.0731646143750755,9.624472949421111,-2.3439049462344266
4.068540492859486,2.5178229582536416,7.214688723024765
5.483924543132068,4.972485058923855,4.815534061741544
1.1734395106844042,3.0087830981676964,-2.195990075254465
1.5501643349739345,2.848404943774676,0.9346913501518128
3.8754249415180544,0.36886947354532795,11.910343261365062
2.9743377593311524,6.095643339798968,0.23339799722426097
5.628494665190548,5.026790232288615,4.225326424524197
3.1839518489575784,0.5147875124998935,8.94208428086768
2.175392597329417,2.7864646423661146,3.9417229905673357
7.931297537843108,9.082658859666537,3.4708919137841434
4.548447399026928,2.395618906669724,8.810916649940326
5.1350564093758475,1.448948720912231,11.213107174275349
2.1505036275730864,4.89452760277563,-2.326724744678519
3.9112345509496347,9.856504541106007,-3.246712989063176
5.2218451794197325,2.4205527151150044,10.934430338903427
2.6980128451553944,6.721355474058786,0.4800949655731648
5.751396036691344,7.616196153287175,5.186101947521731
3.79872262016239,2.3763754399239967,4.277543344524604
4.416612500413446,7.282163486118596,-0.9656703081812468
3.796586775541206,3.677831327192532,6.106497094710933
8.704556369017876,6.3230583059357945,11.952097180956478
4.973005550524132,6.335297107608947,4.473160812246939
2.8845781420881993,5.357746840747585,8.437999004364464
6.645089824206378,0.902897700544083,16.077614118982964
2.5583127000579555,8.35302495589238,-2.141780753361461
5.4177271900095105,3.2078006497173583,10.931756932429387
1.0806597522404489,1.8651851039985423,3.6663243510946804
2.343627902203139,0.40775141554763916,6.445090191804128
5.393722471738247,5.908929431882418,6.441989236639403
6.476933159990821,6.775643618422825,4.244750463272263
5.342736562379941,0.16587828927856152,12.963018477362022
4.768703435223519,5.12093058299281,3.8852839002996156
4.3977926088214225,2.2649577519793795,8.561896868446421
2.0429560192651453,6.451727904094499,2.0376373157355587
3.5603115832105825,1.7436642900499144,3.7705963461627974
4.078722458080425,6.90937738102466,2.165899225372888
7.114244452437831,3.867353463005374,8.202026967988296
5.687236579136923,9.367299887367345,-0.6203404043560388
1.473919689274532,1.3752094414599325,6.062926410293898
5.64816793878959,3.410663510502585,9.308900650016229
4.229835439167367,1.1347352124058907,7.602078503867286
3.6461559993880828,9.246936182785628,-5.008699693922213
6.2233525776817356,8.77339353380981,3.645810352518109
7.061999044991902,2.579416277151556,11.794140410822196
6.862560238232398,6.59984046034179,7.2582769651160595
3.3215649535547227,8.172222002012159,-2.5240594161011654
4.381575248297571,5.5520081159946235,2.131937627391572
5.662526862807128,5.296505783560065,10.66818322892481
6.951090254244718,2.418522909004517,14.542234189618684
4.04165152430942,0.9310276780589921,5.636476358215137
4.628682046672366,8.972157579533267,-0.8279636464163131
2.7873300519879436,9.004180571633304,-6.255183683010844
2.6075867518386584,6.33101457273268,0.4235183141707457
6.625051644788396,3.390297910487007,9.57961494698088
7.712480057141645,3.492095746126609,12.95734361215958
4.855979756839332,7.259556788702394,2.832598888585988
7.007065795784048,8.971102599525771,5.2889880806196805
5.723272050095268,8.870864242651173,-1.2603450778977758
3.7097604907897512,7.798755458576238,-1.9476146779667516
5.722791211016828,6.420316461542877,3.865217107397428
8.076073132931938,0.8413996499504883,16.583388325790718
4.928347921780097,1.6162871409461377,13.96317361270318
8.129287311628012,8.985541885270793,6.590225217271745
-0.23949020817948874,6.0642905965958995,-9.097184219922918
6.643805008750448,0.09197051616629648,17.985378137361003
5.174094136476342,1.014715428660321,16.07042752398747
4.401985299068265,6.635017691080558,3.9163745826179865
5.183521553071005,0.05061583846218687,10.252379416540702
1.0248621707982144,1.6080805141749865,1.6691354246014463
4.560656224324976,5.487337893665861,6.424127906524404
5.7142251430234925,6.918951976926932,2.6346833894190262
7.955788089483033,6.519612595026006,10.019796142719512
3.9634595634527052,2.242693094605598,9.112147591855688
3.3830127942136246,7.121792213475358,-2.7705236749419537
3.996485912830927,2.3724908749680007,7.315184801086254
6.830804235404148,3.2539969815926773,5.298078318281136
5.657502219319369,7.464914051180242,1.0688580791997953
3.9404795924659224,6.496328990472147,0.6313293964373036
6.026534866226712,8.49223410494178,-0.18084778888894348
5.194155098696081,6.576128923003433,6.788939420750283
6.937289981065779,5.683086033354716,5.489668156178217
3.5958938122452953,0.9367476782809248,7.906577133675236
4.3446757068044635,3.6771580305943354,6.435095522289606
4.215783693735685,2.6520236768172545,10.33607845037772
2.072970103735763,2.4398964337908358,0.6143712544263931
5.592240554129152,9.730105547524456,1.9156502912815387
5.522110544359778,3.930977246667604,8.168221340757324
5.010226913284922,8.920465551771134,-2.323261803182759
4.530825733249706,6.311386259972629,3.518779025067011
